date,daily_total_pnl,daily_avg_pnl,daily_median_pnl,daily_win_rate,daily_trade_count,daily_avg_leverage,sentiment_score,long_short_ratio,sentiment_label
2024-01-07,-835.681235,-22.585979324324324,-3.28275,0.24324324324324326,37,1.0,4.0,0.15625,Greed
2024-01-08,-269.874439,-4.027976701492538,-0.010991,0.47761194029850745,67,1.0,4.0,0.24074074074074073,Greed
2024-01-09,-826.349863,-29.512495107142858,3.613804,0.6428571428571429,28,1.0,5.0,0.12,Extreme Greed
2024-01-10,-1517.091342,-18.278208939759036,-0.0265,0.4939759036144578,83,1.0,4.0,0.7659574468085106,Greed
2024-01-11,-164.08950099999998,-18.232166777777778,0.001862,0.5555555555555556,9,1.0,5.0,1.25,Extreme Greed
2024-01-12,-1925.519024,-962.759512,-962.759512,0.0,2,1.0,4.0,0.0,Greed
2024-01-15,152.85358,16.983731111111112,2.49567,1.0,9,1.0,3.0,0.0,Neutral
2024-01-16,-2299.171458,-459.8342916,2.0583,0.6,5,1.0,4.0,0.0,Greed
2024-01-17,813.2741110000001,42.80390057894737,0.10668,0.5789473684210527,19,1.0,4.0,1.375,Greed
2024-01-18,68.93319,7.6592433333333325,-2.990714,0.3333333333333333,9,1.0,4.0,0.5,Greed
